tag_clean,semantic_category,semantic_match_reason,n_uses,n_movies,n_users,top_user_uses,top_user_share,pct_movies,idf,passes_statistical_filters,is_reliable_tag,hard_rejection_reason,semantic_rejection_reason,rejection_reason_statistical
painfully bad acting,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
painfully banal,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paint can,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paint made with blood,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paint on hands,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paint store,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paint thinner,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paint thrown on a car,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paint thrown on clothes,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paintball&nbsp;,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
painted elephant,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
painted on mustache,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
painted toenails,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
painter as worker,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
painter in love with subject,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
painter studio,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
painter's assistant,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
painter's model,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
painterly animation,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
painting a fence,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
painting a figure,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
painting a model airplane,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
painting a portrait,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
painting as a gift,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
painting comes alive,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
painting hanging on a door,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
painting of character,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
painting on fire,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
painting on the wall,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
painting one's mouth as makeup,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
painting van,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
painting vandalized,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
painting wall,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pair,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pair of boots,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pair of dice,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pair of earrings,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pair of female mass murderers,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pair of female teenage mass murderers,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pair of female villains,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pair of mass murderers,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pair of oversized shoes,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pair of teenage mass murderers,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paired with:pan's labyrinth,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paisatges brutals,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
paive river italy,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pajama boy,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pajares,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paju city south korea,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pakistan vs india,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pakistani american,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pakistani immigrant,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pako,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pal,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pal clv,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
palace baker,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
palace of records,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
palace of versailles,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
palace revolution,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
palace theatre manhattan new york city,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
palacio,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
palaeobotanist,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
palahniuk's twisted worlds taken to the screen,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
palau,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
palazzo vecchio,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pale skin,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paleo diet,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paleobotanist,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paleolithic,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paleolithic village,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
"palermo, sicily",,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
palestina,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
palestinian oppression,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
palestinians,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
palette,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
palm,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
palm frond,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
palm of hand,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
palm oil,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
palm pilot,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
palm print identification,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
palma de mallorca,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
palmashow,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
palme d'or du court métrage,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
palme d'or winner,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
palmen,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
palmenhaus schönbrunn vienna,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
palming a card,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
palmist,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
palmistry,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
palo alto california,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
palo chicote pero en peli,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pals,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paltrow,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pam ferris,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
pamela anderson,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pamela brown,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
pamela dunlap,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
pamela franklin,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
pamela moller,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
pamela sue marti,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
pamela tola,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
pampas,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pan african,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pan african flag,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pan africanism,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pan american airways,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pan arabism,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pan as weapon,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
panama papers scandal,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
panasonic,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
panavision,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pancake breakfast,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pancake house,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pancreatic cancer,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
panda bear,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
panda suit,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pandemia,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pandemonium scenes in the beginning and end,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pandyas,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pane of glass,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
panel of judges,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
panfilov,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
panic disorder,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
panic room rip-off,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
panis angelicus,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
panjshir,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pankaj kapur,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
pannonian plain,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pansori,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pant cuff,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pantages theatre hollywood,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pantages theatre los angeles,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pantaloon,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pantano arizona,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pantera tshirt,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
pantheism,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pantheon,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
panthera leo,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
panties on head,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
panties pulled aside,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
panties ripped off,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pantomiming a cigarette,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pantomiming shaving,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pantomiming smoking a cigarette,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pantomining drinking tea,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pants unzipped,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pants zipper,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pantsed,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pantsing,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pantsless man,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pantsuit,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
panty exposing,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
panty shot,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pantyhosed feet,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pantyless,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
panzehir,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paolo bonacelli,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
paolo genovese,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
paolo roberto,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
pap smear,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
papacy,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
papal conclave,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
papal visit,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paper boy,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paper crane,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paper doll,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paper hat,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paper jacket,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paper knife,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paper lantern,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paper route,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paper tissue on a comb,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paper-thin disguise,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
paperback book,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paperbag princess,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
papier mache bust,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
papier mache cave,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
papillon dog,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paprika,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
papyrus,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parachute caught in a tree,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parachute deployment,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parachute drop,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parachute jumping,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parachute malfunction,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parachuting into a tree,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parachuting into trees,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parachutists,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parade ground,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parade of nude women,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parademon,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paradise island,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paradise lost,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paradoxical,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paradoxically tedious sex scenes,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parafilia,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paraguayan,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paraguayan abroad,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paraguayan in brazil,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parallel evolution,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parallel government,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parallel lifes,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parallel parking,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parallel plotlines,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parallel reality,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parallel timelines,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parallelism,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parallelism in prequel,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parallelism in sequel,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parallels,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paralympic athlete,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paralysed person,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paralyzed legs,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paramoia,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paramount decision,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paramount plus,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
paranormal events,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paranormal expert,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paranormal horror,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paranormal investigations,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,person_name_like,
paranormal research,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paraphile,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paraplegic as protagonist,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parapsychologist,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paraquedismo,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parasite emerging from human host,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parasitic dragons,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
paratrooper wings,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parc monceau paris,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parchment,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pardoned convict,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
pareidolia,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parent child,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parent child conflict,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parent child relationships,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parent child reunion,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parent daughter relationship,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parent eats kid,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parent killed in front of child,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parent meeting,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parent murdered in front of a child,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parent reunites with (or meets) their estranged grown-up child,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parent searches child,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parent searching for missing child,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parent talking about sex to child,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parent teacher association,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parent teacher conference,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parent teasing child,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parent's love,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parent-child relationships,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parental advisor,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parental control,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
parental deceit,,,1,1,1,1,1.0,4.643819076808767e-05,10.284287616928266,False,False,,semantic_category_missing,
