tag_clean,rejection_source,rejection_reason,semantic_category,n_uses,n_movies,n_users,top_user_share,pct_movies,idf
phrase,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
phsychiatric,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
phsychotic,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
phsycological,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
phuket,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
phylosophic,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
physical beauty as theme,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
physical cultist,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
physical deterioration,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
physical discipline,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
physical disfigurement,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
physical education teacher,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
physical effects,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
physical handicap,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
physical mistreatment,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
physical rehabilitation,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
physical resemblance,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
physical skill,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
physical therapist,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
physical torment,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
physically challenged,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
physically challenged boy,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
physically challenged man,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
physically handicapped,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
physically handicapped person,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
physically handicapped woman,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
physically restraining someone,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
physician as protagonist,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
physicians,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
physics professor,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
physics violation,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
physiologist,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
physiotherapist,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pi,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piaf,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pianista,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piano as a gift,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piano competition,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piano concert,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piano concerto,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piano instructor,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piano practice,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piano store,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piano tie,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piano tuner,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piano virtuoso,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pianoforte,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pianosa,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piazza,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pica-pau,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picaresque fiction,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picciotti,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piccole labbra,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piccolo,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piccolo player,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picher,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pick,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pick up and delivery,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pick-dad,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pick-mom,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pickaxe as a weapon,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picked on,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pickett arkansas,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pickford,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picking a dead leaf from a tree,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picking a kid up from school,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picking a padlock,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picking apples,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picking berries,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picking cotton,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picking fruit,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picking nose,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picking one's nose,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picking one's teeth,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picking one's toes,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picking someone up from school,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picking strawberries,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picking up a girl,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picking up a stranger,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picking up a woman,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picking up litter,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picking up someone in a bar,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picking up trash,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picking wild flowers,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picking wild mushrooms,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pickles,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pickup truck accident,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pickup truck crashes into a gas station,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pickup truck crashes through a fence,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pickup truck on fire,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pickup truck set on fire,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picky mom,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picnic at hanging rock,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picnic baskets,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picnic by the lake,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picnic lunch,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picnic on the beach,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picnic panic,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pico aliso east los angeles,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picture comes to life,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picture in newspaper,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picture of george washington,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picture of hitler,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picture painting,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picturesque field,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picturesque village,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
picturing character as food,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pide,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pidgeon,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pidgeons,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pidgin,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pie eating,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pie left to cool,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pie machine,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pie on a windowsill,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pie thrown in face,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pie vending machine,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piece,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piece of crap,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piece of paper,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pieces,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pied noir,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piedmontese,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pierced belly button,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pierced by a sword,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pierced heart,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pierced nosering,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pierced with a hook,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pierre aïm,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pierre trudeau character,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pierrot costume,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pieter bruegel,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piety,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pig as epithet,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pig balloon,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pig carcass,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pig eating a dead body,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pig face,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pig farming,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pig heart,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pig imitation,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pig latin,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pig man,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pig pen,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pig seamen,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pig sty,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pigalle paris,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pigeon coop,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piggie back,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piggly wiggly,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piggy,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piggyback,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piglet character,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pigmalion dadakaridis,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pigpen,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pigs blood,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pigtail shot off,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pijamas,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pike's peak,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pikeville kentucky,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pikey,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pilates teacher,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pile of leaves,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pile of tires,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piles,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pilferage,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pilgrim hat,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pill addiction,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pilos greece,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pilot bails out,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pilot dies,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pilot error,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pilot house,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pilot killed,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pilot negligence,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pilot school,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pilou asbæk,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pilsen chicago,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pima county arizona,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pimlico,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pimp cane,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pimp costume,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pimpmobile,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pin curl,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pin prick,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pin the tail on the donkey,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pin up model,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pina colada,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pinal city arizona,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pincer,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pincer movement,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pinch,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pinching,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pinching a cheek,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pinching oneself,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pinching someone,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pinching someone's cheek,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pincushion,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pine ridge indian reservation,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pine ridge south dakota,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pine wood,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pinebourne england,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pinewood derby,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pinhole camera,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pink box,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pink collar crime,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pink mac 10,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pink mist,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pink nightgown,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pink pajamas,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pink pantyhose,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pink poodle,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pink skirt,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pink tide,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pink tights,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pink underwear,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pink wristwatch,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pinkerton,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pinkerton detective,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pinkerton detective agency,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pinkie finger,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pinkie ring,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pinned between cars,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pinned to a wall,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pinned under a dead horse,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pinned under a truck,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pinning a crime on a dead person,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pinning a crime on someone,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pinning on a medal,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pinochet supporter,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pinot noir wine,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pinteresque,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pinto pony,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pioneer courthouse square portland oregon,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pioneer sex researcher,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pioneer village,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pious,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pip character,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pipe major,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pipe smoker,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pipeline leak,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piper perbo,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pipeworks,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pipit,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piquant,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piracy warning,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piraeus,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piranesi,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piranha attack,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piranha pool,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piranhas,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pirate band,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pirate cage,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pirate hat,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pirate ships,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pirate television,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pirate tv,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pirañera bed,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pirou plage france,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piss,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
piss pot,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pissing into a car,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pistol as gavel,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pistol crossbow,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
pistol in drawer,semantic_rules,semantic_category_missing,,1,1,1,1.0,4.643819076808767e-05,10.284287616928266
